시군명,명칭,주소,면적,취득일,데이터기준일자
안양시,비산1동 행정복지센터,경기도 안양시 동안구 비산로 12,3585,2021-02-28,2026-06-30
안양시,비산 도서관,경기도 안양시 동안구 관악대로 123,3244.07,2010-07-27,2026-06-30
안양시,부흥동사무소,경기도 안양시 동안구 달안로 28,947.18,1992-05-18,2026-06-30
안양시,부흥놀이터화장실,경기도 안양시 동안구 비산동 1103-3,12.96,1995-02-28,2026-06-30
안양시,부림제2경로당,경기도 안양시 동안구 관악대로418번길 19-6,166.8,1993-06-26,2026-06-30
안양시,부림동사무소,경기도 안양시 동안구 달안로 154,1153.29,1992-12-30,2026-06-30
안양시,부림경로당,경기도 안양시 동안구 일동로 204,160.29,1999-06-16,2026-06-30
안양시,봉수경로당,경기도 안양시 만안구 성결대학로64번길 4-3,162.68,1998-07-30,2026-06-30
안양시,본관동,경기도 안양시 만안구 안양로 175,3010.57,2018-01-31,2026-06-30
안양시,보훈회관,경기도 안양시 동안구 동안로 155,1109.13,1995-03-06,2026-06-30
안양시,보일러실,경기도 안양시 만안구 안양로 175,160.27,2018-01-31,2026-06-30
안양시,병목안시민공원 관리사무소,경기도 안양시 만안구 병목안로 215,254.61,2006-05-23,2026-06-30
안양시,병목안 배드민턴장,경기도 안양시 만안구 안양동 산 81-9,687.82,2021-08-30,2026-06-30
안양시,병리해부실,경기도 안양시 만안구 안양로 175,432.72,2018-01-31,2026-06-30
안양시,병리연구동,경기도 안양시 만안구 안양로 175,1273.69,2018-01-31,2026-06-30
안양시,범계소방파출소,경기도 안양시 동안구 평촌대로211번길 56,520.19,1992-06-05,2026-06-30
안양시,범계동사무소,경기도 안양시 동안구 평촌대로217번길 63,675.76,1992-05-26,2026-06-30
안양시,범계놀이터화장실,경기도 안양시 동안구 호계동 1053-5,12.96,1995-02-26,2026-06-30
안양시,벌말도서관,경기도 안양시 동안구 흥안대로434번길 19-27,752.92,2004-03-04,2026-06-30
안양시,박달하수처리장 초침상옥-6,경기도 안양시 만안구 석천로 1,14.4,2008-02-01,2026-06-30
안양시,박달하수처리장 초침상옥-5,경기도 안양시 만안구 석천로 1,17.4,2008-02-01,2026-06-30
안양시,박달하수처리장 초침상옥-4,경기도 안양시 만안구 석천로 1,17.4,2008-02-01,2026-06-30
안양시,박달하수처리장 정화조오니투입동,경기도 안양시 만안구 석천로 1,486,2008-02-01,2026-06-30
안양시,박달하수처리장 유입펌프동,경기도 안양시 만안구 석천로 1,707,2008-02-01,2026-06-30
안양시,박달하수처리장 염소주입여과동-2,경기도 안양시 만안구 석천로 1,811,2008-02-01,2026-06-30
안양시,박달하수처리장 슬러지탈수기동-2,경기도 안양시 만안구 석천로 1,1063,2008-02-01,2026-06-30
안양시,박달하수처리장 슬러지탈수기동-1,경기도 안양시 만안구 석천로 1,1625.1,2008-02-01,2026-06-30
안양시,박달하수처리장 분배조-1,경기도 안양시 만안구 석천로 1,7.6,2008-02-01,2026-06-30
안양시,박달하수처리장 공동구상옥-2,경기도 안양시 만안구 석천로 1,9.2,2008-02-01,2026-06-30
안양시,박달하수처리장 공동구상옥-1,경기도 안양시 만안구 석천로 1,9.2,2008-02-01,2026-06-30
안양시,박달하수처리장 공기송풍기동-2,경기도 안양시 만안구 석천로 1,1080,2008-02-01,2026-06-30
안양시,박달하수처리장 가스송풍기동-2,경기도 안양시 만안구 석천로 1,364.5,2008-02-01,2026-06-30
안양시,박달하수처리장 가스송풍기동-1,경기도 안양시 만안구 석천로 1,324,2008-02-01,2026-06-30
안양시,박달하수처리장  분배조-2,경기도 안양시 만안구 석천로 1,7.2,2008-02-01,2026-06-30
안양시,박달시장공중화장실,경기도 안양시 만안구 양화로 132-3,106.36,2004-05-28,2026-06-30
안양시,박달복합청사,경기도 안양시 만안구 박달동 141-2,12298.47,2020-07-31,2026-06-30
안양시,박달보건지소,경기도 안양시 만안구 양화로 114,332.24,1976-07-15,2026-06-30
안양시,박달배수펌프장,경기도 안양시 만안구 양화로135번길 88,116.97,2003-07-15,2026-06-30
안양시,박달도서관,경기도 안양시 만안구 박달로 459,2504.03,2006-02-15,2026-06-30
안양시,박달2동 행정복지센터,경기도 안양시 만안구 박달로 440,1011.23,1995-07-19,2026-06-30
안양시,박달2동 해당화경로당,경기도 안양시 만안구 삼봉로19번길 13-6,185.4,2018-11-30,2026-06-30
안양시,박달2동 다목적복지회관,경기도 안양시 만안구 박달로472번길 46,1421.75,1999-05-17,2026-06-30
안양시,박달1동 행정복지센터,경기도 안양시 만안구 양화로127번길 9,2189.04,1997-11-05,2026-06-30
안양시,박달1동 경로당,경기도 안양시 만안구 박달로507번길 30,237.92,1998-01-20,2026-06-30
안양시,바이러스연구동,경기도 안양시 만안구 안양로 175,1038.44,2018-01-31,2026-06-30
안양시,민백어린이공원화장실,경기도 안양시 동안구 평촌동 933-2,12.96,1995-02-28,2026-06-30
안양시,민백놀이터화장실,경기도 안양시 동안구 평촌동 927,12.96,1995-02-28,2026-06-30
안양시,민백경로당,경기도 안양시 동안구 흥안대로362번길 25,123.84,2000-11-21,2026-06-30
안양시,미륭아파트,경기도 안양시 동안구 비산동 406 미륭(아) 1동 308호,88,1999-10-25,2026-06-30
안양시,미관광장남자화장실실,경기도 안양시 동안구 시민대로 지하 238,13.2,1997-12-31,2026-06-30
안양시,미관광장3호관리사무실,경기도 안양시 동안구 시민대로 지하 238,41,1995-12-22,2026-06-30
안양시,미관광장 여자화장실,경기도 안양시 동안구 시민대로 지하 238,13.2,2000-12-31,2026-06-30
안양시,문화재보호시설,경기도 안양시 동안구 관악대로121번길 79,45,1997-12-05,2026-06-30
안양시,문화누리관,경기도 안양시 만안구 예술공원로103번길 4,2394.16,2013-10-31,2026-06-30
안양시,무궁화놀이터화장실,경기도 안양시 동안구 호계동 1061,33.21,1995-02-28,2026-06-30
안양시,명학배수지발전실,경기도 안양시 만안구 성결대학로51번길 38,34,1990-11-23,2026-06-30
안양시,명학배수지관사및창고,경기도 안양시 만안구 성결대학로51번길 38,240.66,1995-11-24,2026-06-30
안양시,명학배수지가압펌프장,경기도 안양시 만안구 안양동 153-4,40,1980-09-01,2026-06-30
안양시,명학배수지D동,경기도 안양시 만안구 성결대학로51번길 38,109.2,1990-11-23,2026-06-30
안양시,명학배수지C동,경기도 안양시 만안구 성결대학로51번길 38,87.57,1990-11-23,2026-06-30
안양시,면역연구동(D형),경기도 안양시 만안구 안양로 175,71.25,2018-01-31,2026-06-30
안양시,면역연구동(B형),경기도 안양시 만안구 안양로 175,76.77,2018-01-31,2026-06-30
안양시,매곡어린이집,경기도 안양시 동안구 비산동 318-79,691.81,2020-05-04,2026-06-30
안양시,만안택시쉼터,경기도 안양시 만안구 병목안로 251-30,165,2018-07-12,2026-06-30
안양시,만안청소년수련관,경기도 안양시 만안구 안양동 462-4 외 21필지,13636.6,2008-10-28,2026-06-30
안양시,만안종합사회복지관,경기도 안양시 만안구 박달로 547-1,1675.9,2016-03-31,2026-06-30
안양시,만안여성회관,경기도 안양시 만안구 냉천로 39,6097.2,1989-10-11,2026-06-30
안양시,만안벤처센터,경기도 안양시 만안구 안양로138번길 5,1510.43,1982-08-21,2026-06-30
안양시,만안도서관,경기도 안양시 만안구 냉천로 51,4190.27,1992-07-20,2026-06-30
안양시,만안노인복지회관,경기도 안양시 만안구 냉천로153번길 15,2401.95,1997-11-22,2026-06-30
안양시,만안구청어린이집,경기도 안양시 만안구 냉천로 39,258.79,2018-02-05,2026-06-30
안양시,만안구청 H동,경기도 안양시 만안구 안양동 530 만안구청,34.93,2007-11-19,2026-06-30
안양시,만안구청 G동,경기도 안양시 만안구 안양동 530 만안구청,49.44,2003-01-13,2026-06-30
안양시,만안구청 F동,경기도 안양시 만안구 안양동 530 만안구청,35.5,2003-01-13,2026-06-30
안양시,만안구청 E동,경기도 안양시 만안구 안양동 530 만안구청,55.72,2003-01-13,2026-06-30
안양시,만안구청 D동,경기도 안양시 만안구 안양동 530 만안구청,336,1989-12-30,2026-06-30
안양시,만안구청 C동,경기도 안양시 만안구 안양동 530 만안구청,55,1977-02-05,2026-06-30
안양시,만안구청 A동,경기도 안양시 만안구 안양로 138,6989.18,1975-06-30,2026-06-30
안양시,만안구보건소,경기도 안양시 만안구 문예로 48,4837.33,2000-04-25,2026-06-30
안양시,만안경로당,경기도 안양시 만안구 안양로372번길 9-6,191.54,2005-12-12,2026-06-30
안양시,만안 배드민턴장(실내),경기도 안양시 만안구 안양동 58-3,777.15,2009-11-22,2026-06-30
안양시,마분경로당,경기도 안양시 동안구 관악대로339번길 52-20,249.75,1990-10-19,2026-06-30
안양시,럭키어린이공원 화장실,경기도 안양시 동안구 평촌동 897-6,49.5,2021-04-30,2026-06-30
안양시,동편마을 지하주차장,경기도 안양시 동안구 관양동 1709,5346.17,2013-07-31,2026-06-30
안양시,동안치매안심센터,경기도 안양시 동안구 관악대로 375,891.25,2019-10-17,2026-06-30
안양시,동안여성회관,경기도 안양시 동안구 동안로 155,6692.42,1994-10-31,2026-06-30
안양시,동안놀이터화장실,경기도 안양시 동안구 평촌동 898-5,12.96,1995-02-28,2026-06-30
안양시,동안노인복지회관,경기도 안양시 동안구 동안로 155,1937.24,1993-12-27,2026-06-30
안양시,동안구청,경기도 안양시 동안구 평촌대로253번길 41,12268.19,1995-12-25,2026-06-30
안양시,동안구보건소,경기도 안양시 동안구 평촌대로253번길 41,3017.71,2005-05-21,2026-06-30
안양시,동안경로당,경기도 안양시 동안구 관악대로330번길 9-16,96.72,1993-03-24,2026-06-30
안양시,동비산경로당,경기도 안양시 동안구 관악대로263번길 20,79.2,2000-01-21,2026-06-30
안양시,동물관리실,경기도 안양시 만안구 안양로 175,49.59,2018-01-31,2026-06-30
안양시,동력동,경기도 안양시 만안구 안양로 175,233.28,2018-01-31,2026-06-30
안양시,도매시장동,경기도 안양시 동안구 흥안대로 313,1138.5,2000-03-14,2026-06-30
안양시,덕천어린이집,경기도 안양시 만안구 덕천로 122-3,292.5,1983-09-14,2026-06-30
안양시,덕천배수펌프장,경기도 안양시 만안구 안양천서로 190,339,2000-05-11,2026-06-30
안양시,대농경로당,경기도 안양시 만안구 양화로72번길 9,103.97,1978-08-26,2026-06-30
안양시,대교경로당,경기도 안양시 만안구 박달로545번길 66-17,155.4,2004-02-21,2026-06-30
안양시,달안동사무소,경기도 안양시 동안구 달안로 65,1111.18,1993-06-10,2026-06-30
안양시,달안놀이터화장실,경기도 안양시 동안구 비산동 1109-2,12.96,1995-02-28,2026-06-30
안양시,늘푸른경로당,경기도 안양시 만안구 수리산로48번길 43,164.79,1996-06-29,2026-06-30
안양시,뉴타운아파트,경기도 안양시 동안구 비산동 354-10 삼호뉴타운아파트 5동 1203호,82,1999-10-25,2026-06-30
안양시,노인종합복지관(신관),경기도 안양시 동안구 경수대로665번길 74-30,361.28,2010-05-10,2026-06-30
안양시,노송경로당,경기도 안양시 만안구 안양로139번길 15,156.24,1993-08-27,2026-06-30
안양시,냉천놀이터주차장,경기도 안양시 만안구 안양로263번길 31,3640.16,2006-05-05,2026-06-30
안양시,냉동제빙동,경기도 안양시 동안구 흥안대로 313,1197,1997-03-25,2026-06-30
안양시,내비산경로당,경기도 안양시 동안구 평촌대로411번길 26,192.87,1997-07-07,2026-06-30
안양시,남부시장공중화장실,경기도 안양시 만안구 장내로140번길 51,164.82,2007-12-30,2026-06-30
안양시,남부경로당,경기도 안양시 만안구 장내로150번길 78,129.96,2002-08-02,2026-06-30
안양시,꿈마을놀이터화장실,경기도 안양시 동안구 평촌동 932-3,12.96,1995-02-28,2026-06-30
안양시,김중업관 부속동(문화지킴소),경기도 안양시 만안구 예술공원로103번길 4,28.83,2013-10-31,2026-06-30
안양시,김중업관 부속동(공연준비실),경기도 안양시 만안구 예술공원로103번길 4,100.46,2013-10-31,2026-06-30
안양시,김중업관 부속동,경기도 안양시 만안구 예술공원로103번길 4,43.3,2013-10-31,2026-06-30
안양시,김중업관,경기도 안양시 만안구 예술공원로103번길 4,593.72,2013-10-31,2026-06-30
안양시,금정역2차에스케이브1타워,경기도 안양시 동안구 호계동 555-2,72915.77,2023-02-06,2026-06-30
안양시,근린생활시설,경기도 안양시 만안구 양화로151번길 49,45,1999-12-09,2026-06-30
안양시,귀인동주민센터 별관,경기도 안양시 동안구 부림로 14,1198.44,2018-01-01,2026-06-30
안양시,귀인동사무소,경기도 안양시 동안구 부림로 16,940.07,1994-04-09,2026-06-30
안양시,귀인경로당,경기도 안양시 동안구 귀인로190번길 142,170.1,1996-03-23,2026-06-30
안양시,구장터경로당,경기도 안양시 동안구 흥안대로94번길 23,702.13,1997-05-28,2026-06-30
안양시,관양어린이집,경기도 안양시 동안구 일동로200번길 33,412.78,1992-12-28,2026-06-30
안양시,관양시장 공중화장실,경기도 안양시 동안구 관평로336번길 31,494.16,2009-04-24,2026-06-30
안양시,관양배수지사택,경기도 안양시 동안구 관양동 산 135-1,69,1994-07-27,2026-06-30
안양시,관양배수지관리사택,경기도 안양시 동안구 관양동 1757-1,44.37,1994-07-30,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,519.95,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,519.95,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,477.69,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,477.69,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,244.19,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,244.19,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,244.19,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,244.19,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양두산벤처다임,경기도 안양시 동안구 학의로 250,232.81,2007-12-28,2026-06-30
안양시,관양도서관,경기도 안양시 동안구 동편로 124,3889.63,2015-03-25,2026-06-30
안양시,관양가압장기계실및운영실,경기도 안양시 동안구 관양동 산 376-2,786.31,1993-07-25,2026-06-30
안양시,관양가압장,경기도 안양시 동안구 관양동 1790-1,786.31,1993-07-25,2026-06-30
안양시,관양2동사무소,경기도 안양시 동안구 관양로 215,1027.62,1997-07-03,2026-06-30
안양시,관양2동 주차타워,경기도 안양시 동안구 흥안대로507번길 23,5460,2018-12-31,2026-06-30
안양시,관양2동 주민협의체(줌마맛반찬) 물품보관창고,경기도 안양시 동안구 흥안대로507번길 23,37.06,2020-05-14,2026-06-30
안양시,관양2동 다목적복지회관,경기도 안양시 동안구 인덕원로24번길 60,1698.79,1998-07-29,2026-06-30
안양시,관양1동행정복지센터,경기도 안양시 동안구 관평로358번길 46,911.25,2018-06-21,2026-06-30
안양시,관양1동 주차타워,경기도 안양시 동안구 관평로358번길 30,5581,2019-09-28,2026-06-30
안양시,관악장애인종합복지관,경기도 안양시 만안구 경수대로 1132,3862.48,1995-01-06,2026-06-30
안양시,관악장애인종합복지관,경기도 안양시 만안구 경수대로 1132,588.47,1999-01-21,2026-06-30
안양시,관악장애인공동생활가정,경기도 안양시 만안구 안양동 32-1 삼성래미안(아) 104동 102호,110,1994-12-08,2026-06-30
안양시,관악수목원 공중화장실,경기도 안양시 만안구 석수동 4-1,47.61,2006-03-31,2026-06-30
안양시,관악배수지사택,경기도 안양시 만안구 경수대로 1352,57.96,1994-07-30,2026-06-30
안양시,관악놀이터화장실,경기도 안양시 동안구 비산동 1102-6,12.96,1995-02-28,2026-06-30
안양시,관리(편익)동,경기도 안양시 동안구 흥안대로 313,5477.07,1997-03-25,2026-06-30
안양시,공중화장실(중앙시장),경기도 안양시 만안구 안양로291번길 34,27.26,2000-11-08,2026-06-30
안양시,공중화장실(염불암 앞),경기도 안양시 만안구 예술공원로245번길 150,45.96,1984-11-15,2026-06-30
안양시,공중화장실(수리산),경기도 안양시 만안구 병목안로 475,35.2,1997-11-09,2026-06-30
안양시,공중화장실(삼막사 앞 ),경기도 안양시 만안구 삼막로 584,40,1983-02-23,2026-06-30
안양시,공중화장실(병목안 약수터앞),경기도 안양시 만안구 병목안로 475,35.2,2007-07-25,2026-06-30
안양시,공중화장실(병목안 공터옆),경기도 안양시 만안구 병목안로 311,35.85,1996-10-05,2026-06-30
안양시,공작놀이터화장실,경기도 안양시 동안구 관양동 1587-1,12.96,1995-02-28,2026-06-30
안양시,공원화장실,경기도 안양시 동안구 호계동 1113-1,13,1993-12-31,2026-06-30
안양시,공동구관리사무소,경기도 안양시 동안구 관평로 213,490.47,1999-03-05,2026-06-30
안양시,경비동,경기도 안양시 동안구 흥안대로 313,65.04,1997-03-25,2026-06-30
안양시,경기산업안양센타,경기도 안양시 동안구 시민대로248번길 25,11552.53,2003-03-31,2026-06-30
안양시,검정동물사,경기도 안양시 만안구 안양로 175,187.5,2018-01-31,2026-06-30
안양시,개나리놀이터지하주차장,경기도 안양시 만안구 안양로343번길 57-7,2236.22,2006-01-11,2026-06-30
안양시,감염연구실,경기도 안양시 만안구 안양로 175,285,2018-01-31,2026-06-30
안양시,감염연구동(B동),경기도 안양시 만안구 안양로 175,374.4,2018-01-31,2026-06-30
안양시,감염연구동(A동),경기도 안양시 만안구 안양로 175,440,2018-01-31,2026-06-30
안양시,갈산동 주민센터,경기도 안양시 동안구 호계동 1118,1206.94,2011-11-30,2026-06-30
안양시,갈산놀이터화장실,경기도 안양시 동안구 호계동 1118-2,12.96,1995-02-28,2026-06-30
안양시,갈산경로당,경기도 안양시 동안구 갈산로58번길 16,178.62,1996-03-23,2026-06-30
안양시,간이화장실(병목안 주차장내),경기도 안양시 만안구 안양동 1152-10,16.2,2007-07-25,2026-06-30
안양시,9호놀이터화장실,경기도 안양시 동안구 호계동 1052-2,12.96,1995-02-28,2026-06-30
안양시,7호놀이터화장실,경기도 안양시 동안구 관양동 1588-4,12.96,1995-02-28,2026-06-30
안양시,3동배수지관리사택,경기도 안양시 만안구 박달로498번길 55,52.56,1988-09-01,2026-06-30
안양시,2단계최종침전지계단실상옥,경기도 안양시 만안구 화창로 19,18,2002-12-30,2026-06-30
안양시,2단계유입펌프장상옥,경기도 안양시 만안구 화창로 19,640.83,2002-12-30,2026-06-30
안양시,2단계송수가압장상옥,경기도 안양시 만안구 화창로 19,170.14,2002-12-30,2026-06-30
안양시,2단계농축분배조상옥,경기도 안양시 만안구 화창로 19,66.05,2002-12-30,2026-06-30
안양시,2단계관리동,경기도 안양시 만안구 화창로 19,2647.31,2002-12-30,2026-06-30
안양시,2단계공동구상옥동,경기도 안양시 만안구 화창로 19,280.8,2002-12-30,2026-06-30
안양시,2단계공기송풍기동,경기도 안양시 만안구 화창로 19,486,2002-12-30,2026-06-30
안양시,2단계UV소독조상옥,경기도 안양시 만안구 화창로 19,29.92,2002-12-30,2026-06-30
안양시,1단계확장최초침전지,경기도 안양시 동안구 비산동 655,793,1992-12-31,2026-06-30
안양시,1단계확장창고및건축부대동,경기도 안양시 동안구 비산동 655,63,1993-01-09,2026-06-30
안양시,1단계확장소화농축조,경기도 안양시 동안구 비산동 655,7.3,1993-01-01,2026-06-30
안양시,1단계확장발신기및슬러지탈수동,경기도 안양시 동안구 비산동 655,2204,1993-01-03,2026-06-30
안양시,1단계확장반송오니및공기송풍기동,경기도 안양시 동안구 비산동 583,1143,1993-01-04,2026-06-30
안양시,1단계확장반송오니동사무실,경기도 안양시 동안구 비산동 583,21,1993-01-08,2026-06-30
안양시,1단계확장모래여과및염소투입동,경기도 안양시 동안구 비산동 655,811,1993-01-06,2026-06-30
안양시,1단계확장공동구상옥,경기도 안양시 동안구 비산동 655,18.4,1993-01-02,2026-06-30
안양시,1단계확장가스송풍기동,경기도 안양시 동안구 비산동 655,365,1993-01-05,2026-06-30
안양시,1단계최초침전지삼옥,경기도 안양시 동안구 비산동 655,46.8,1992-12-30,2026-06-30
안양시,1단계유입펌프동,경기도 안양시 동안구 비산동 655,707,1992-12-30,2026-06-30
안양시,1단계오니탈수기동,경기도 안양시 동안구 비산동 583,252,1992-12-30,2026-06-30
안양시,1단계슬러지탈수동,경기도 안양시 동안구 비산동 655,1596,1992-12-30,2026-06-30
안양시,1단계반송슬러지동,경기도 안양시 동안구 비산동 655,252,1992-12-30,2026-06-30
안양시,1단계모래여과및 염소투입동,경기도 안양시 동안구 비산동 655,872,1992-12-30,2026-06-30
안양시,1단계기존관리동사무실,경기도 안양시 동안구 비산동 655,161.3,1993-01-10,2026-06-30
안양시,1단계관리동,경기도 안양시 동안구 비산동 655,1063,1992-12-30,2026-06-30
안양시,1단계공기송풍기동,경기도 안양시 동안구 비산동 655,360,1992-12-30,2026-06-30
안양시,1단계경비실,경기도 안양시 동안구 비산동 655,21,1992-12-30,2026-06-30
안양시,1단계가스송풍기동,경기도 안양시 동안구 비산동 655,342,1992-12-30,2026-06-30
