id,pnu,dong,jibun,use,year,fl_up,fl_dn,score,grade,f_nbv,f_age,lon,lat
984,4117110200107540016,석수동,754-16,단독주택,1988.0,3.0,1.0,0.2767,A,0.031,38.0,126.896247,37.407734
28827,4117110100108530029,안양동,853-29,공동주택,2012.0,5.0,0.0,0.2766,A,0.053,14.0,126.91524,37.407358
44170,4117110100104990014,안양동,499-14,공동주택,2015.0,5.0,0.0,0.2765,A,0.075,11.0,126.928295,37.385403
42870,4117110200103020008,석수동,302-8,공동주택,2016.0,5.0,0.0,0.2765,A,0.096,10.0,126.908309,37.411066
19348,4117110100101930031,안양동,193-31,단독주택,1990.0,3.0,1.0,0.2765,A,0.064,36.0,126.934353,37.391387
48359,4117110300100130007,박달동,13-7,공동주택,2017.0,5.0,0.0,0.2765,A,0.067,9.0,126.907657,37.406614
13758,4117310100104130011,비산동,413-11,제1종근린생활시설,1980.0,2.0,1.0,0.276,A,0.042,46.0,126.93857,37.397211
28749,4117110200103110007,석수동,311-7,공동주택,2013.0,5.0,0.0,0.2758,A,0.114,13.0,126.910526,37.410346
28589,4117310200109540008,관양동,954-8,공장,2010.0,5.0,1.0,0.2756,A,0.1,16.0,126.971572,37.393251
2357,4117110100108370022,안양동,837-22,제1종근린생활시설,1988.0,3.0,1.0,0.2751,A,0.108,38.0,126.915111,37.405971
6068,4117310200114670000,관양동,1467,제2종근린생활시설,1989.0,4.0,1.0,0.2747,A,0.09,37.0,126.967915,37.403946
28845,4117310200113840011,관양동,1384-11,단독주택,2013.0,4.0,0.0,0.2745,A,0.101,13.0,126.955379,37.403315
43841,4117110100103540004,안양동,354-4,공동주택,2015.0,5.0,0.0,0.2745,A,0.06,11.0,126.935563,37.381401
42898,4117110200103040011,석수동,304-11,공동주택,2015.0,5.0,0.0,0.2745,A,0.078,11.0,126.907994,37.411681
11307,4117310200113850000,관양동,1385,제1종근린생활시설,1992.0,1.0,1.0,0.2744,A,0.066,34.0,126.956084,37.403445
27454,4117110100106950167,안양동,695-167,단독주택,2002.0,4.0,0.0,0.274,A,0.293,24.0,126.918322,37.400656
17400,4117110100104130015,안양동,413-15,제2종근린생활시설,1984.0,3.0,1.0,0.2737,A,0.043,42.0,126.928254,37.392182
19254,4117310300109280000,평촌동,928,단독주택,1997.0,3.0,1.0,0.2736,A,0.17,29.0,126.963676,37.383118
8913,4117110300100210021,박달동,21-21,제1종근린생활시설,1990.0,5.0,1.0,0.2736,A,0.216,36.0,126.909615,37.404336
46402,4117110200102690009,석수동,269-9,공동주택,2017.0,6.0,0.0,0.2728,A,0.089,9.0,126.910321,37.416653
4874,4117110100108710010,안양동,871-10,공동주택,2012.0,4.0,0.0,0.2725,A,0.129,14.0,126.913627,37.401589
27437,4117110100108730009,안양동,873-9,단독주택,2001.0,3.0,0.0,0.2725,A,0.144,25.0,126.913851,37.401452
26129,4117110200102920021,석수동,292-21,공동주택,2013.0,5.0,0.0,0.2722,A,0.086,13.0,126.906318,37.412433
5180,4117110100108730020,안양동,873-20,단독주택,2002.0,3.0,0.0,0.2721,A,0.167,24.0,126.914309,37.40131
19228,4117310300109160000,평촌동,916,자동차관련시설,1996.0,6.0,1.0,0.2718,A,0.255,30.0,126.961327,37.383863
5520,4117110100106950229,안양동,695-229,단독주택,1987.0,2.0,1.0,0.2717,A,0.279,39.0,126.918159,37.400296
2918,4117110300100150005,박달동,15-5,제1종근린생활시설,1991.0,3.0,1.0,0.2716,A,0.164,35.0,126.908789,37.404701
13710,4117310100104140016,비산동,414-16,제1종근린생활시설,1985.0,2.0,1.0,0.2713,A,0.038,41.0,126.938637,37.397608
25995,4117310400106730000,호계동,673,제1종근린생활시설,1989.0,4.0,1.0,0.2713,A,0.0,37.0,126.952653,37.368354
21472,4117310400109010015,호계동,901-15,제1종근린생활시설,1989.0,5.0,1.0,0.2713,A,0.068,37.0,126.94609,37.388725
21514,4117310400109030010,호계동,903-10,제1종근린생활시설,1990.0,4.0,1.0,0.2713,A,0.14,36.0,126.947189,37.388873
2378,4117110200102800004,석수동,280-4,제2종근린생활시설,1991.0,4.0,1.0,0.2713,A,0.133,35.0,126.908856,37.41339
33030,4117310100110380001,비산동,1038-1,공동주택,2014.0,5.0,0.0,0.2712,A,0.047,12.0,126.950826,37.404202
43552,4117110100105550015,안양동,555-15,단독주택,2016.0,4.0,0.0,0.2709,A,0.025,10.0,126.929018,37.383165
45150,4117110100109080115,안양동,908-115,공동주택,2015.0,5.0,0.0,0.2707,A,0.047,11.0,126.912267,37.39947
15645,4117110100102130028,안양동,213-28,제1종근린생활시설,1983.0,2.0,1.0,0.2706,A,0.065,43.0,126.934399,37.389011
14326,4117110100105320010,안양동,532-10,제2종근린생활시설,1987.0,3.0,1.0,0.2706,A,0.176,39.0,126.933359,37.38499
18058,4117110100104270004,안양동,427-4,숙박시설,1989.0,3.0,1.0,0.2698,A,0.056,37.0,126.929315,37.391735
6042,4117310200114650000,관양동,1465,제2종근린생활시설,1992.0,5.0,1.0,0.2697,A,0.143,34.0,126.966195,37.404292
14688,4117110100101940003,안양동,194-3,단독주택,1980.0,3.0,1.0,0.2697,A,0.062,46.0,126.934301,37.390768
20469,4117310400109870000,호계동,987,단독주택,1989.0,4.0,1.0,0.2695,A,0.014,37.0,126.958948,37.375255
16403,4117110100106130020,안양동,613-20,제1종근린생활시설,1989.0,4.0,1.0,0.2695,A,0.065,37.0,126.922683,37.392738
50909,4117110100103540001,안양동,354-1,공동주택,2018.0,5.0,0.0,0.2694,A,0.031,8.0,126.935319,37.381641
24055,4117310300101360003,평촌동,136-3,제2종근린생활시설,2005.0,3.0,0.0,0.2692,A,0.0,21.0,126.973894,37.389027
17735,4117110100108730050,안양동,873-50,공동주택,2013.0,4.0,0.0,0.269,A,0.11,13.0,126.916072,37.401305
14295,4117310100105770000,비산동,577,제2종근린생활시설,1977.0,1.0,1.0,0.269,A,0.053,49.0,126.941525,37.392705
17393,4117110100103970013,안양동,397-13,제1종근린생활시설,1978.0,3.0,1.0,0.2688,A,0.05,48.0,126.928343,37.392679
4906,4117110100108730012,안양동,873-12,단독주택,2005.0,4.0,0.0,0.2688,A,0.158,21.0,126.913975,37.401313
16009,4117110100105510012,안양동,551-12,제2종근린생활시설,1990.0,5.0,1.0,0.2688,A,0.04,36.0,126.931104,37.384027
27583,4117310200113830013,관양동,1383-13,제2종근린생활시설,2009.0,3.0,0.0,0.2685,A,0.104,17.0,126.954053,37.402892
44205,4117110100106760165,안양동,676-165,공동주택,2015.0,9.0,1.0,0.2677,A,0.143,11.0,126.919721,37.398849
36209,4117310200114440002,관양동,1444-2,공동주택,2015.0,5.0,0.0,0.2676,A,0.068,11.0,126.958825,37.402819
17806,4117110100110880001,안양동,1088-1,제2종근린생활시설,2006.0,4.0,2.0,0.2671,A,0.0,20.0,126.902736,37.384249
11689,4117310200113850005,관양동,1385-5,제2종근린생활시설,1991.0,4.0,1.0,0.2671,A,0.071,35.0,126.956509,37.40332
44172,4117110100105090004,안양동,509-4,공동주택,2015.0,8.0,0.0,0.2668,A,0.041,11.0,126.932046,37.389933
6072,4117310200114650024,관양동,1465-24,제2종근린생활시설,1994.0,5.0,2.0,0.2668,A,0.148,32.0,126.966293,37.404136
11942,4117310200113870014,관양동,1387-14,제1종근린생활시설,1989.0,4.0,1.0,0.2665,A,0.07,37.0,126.955584,37.403983
2878,4117110300100560021,박달동,56-21,제1종근린생활시설,1987.0,3.0,1.0,0.2662,A,0.176,39.0,126.910426,37.405364
14382,4117110100101930014,안양동,193-14,단독주택,1991.0,5.0,1.0,0.2662,A,0.067,35.0,126.93501,37.390929
28662,4117310200114640000,관양동,1464,공동주택,2010.0,5.0,0.0,0.2661,A,0.127,16.0,126.966941,37.40368
27380,4117110200103250006,석수동,325-6,제2종근린생활시설,2007.0,1.0,0.0,0.2661,A,0.028,19.0,126.911605,37.411273
44815,4117110100109910015,안양동,991-15,공동주택,2016.0,5.0,0.0,0.266,A,0.052,10.0,126.906875,37.392268
18091,4117110100106760091,안양동,676-91,업무시설,2007.0,15.0,6.0,0.2659,A,0.088,19.0,126.920798,37.39881
17791,4117110100107590011,안양동,759-11,제2종근린생활시설,2003.0,5.0,1.0,0.2659,A,0.069,23.0,126.90974,37.392646
15992,4117110100104340005,안양동,434-5,제1종근린생활시설,1991.0,4.0,1.0,0.2658,A,0.078,35.0,126.930932,37.390756
21136,4117310400110440008,호계동,1044-8,숙박시설,2005.0,5.0,1.0,0.2658,A,0.5,21.0,126.955093,37.391469
43545,4117110100104990021,안양동,499-21,공동주택,2015.0,5.0,0.0,0.2652,A,0.061,11.0,126.928356,37.385625
3365,4117110300100850005,박달동,85-5,제1종근린생활시설,1990.0,4.0,1.0,0.2651,A,0.122,36.0,126.908287,37.402428
10660,4117110100107110396,안양동,711-396,제1종근린생활시설,1992.0,4.0,1.0,0.2649,A,0.056,34.0,126.918087,37.395637
5768,4117110200102660002,석수동,266-2,공동주택,2011.0,5.0,0.0,0.2649,A,0.145,15.0,126.90812,37.417983
6664,4117310200114650003,관양동,1465-3,제2종근린생활시설,1993.0,6.0,1.0,0.2648,A,0.167,33.0,126.966819,37.404324
28708,4117310200116020006,관양동,1602-6,제2종근린생활시설,1997.0,5.0,4.0,0.2647,A,0.211,29.0,126.961586,37.393758
27787,4117110200101620001,석수동,162-1,단독주택,2008.0,2.0,0.0,0.2644,A,0.133,18.0,126.912901,37.422743
5810,4117110200101690009,석수동,169-9,제2종근린생활시설,2008.0,4.0,1.0,0.2643,A,0.25,18.0,126.912259,37.418145
3144,4117110200108110001,석수동,811-1,종교시설,2025.0,2.0,,0.2642,A,0.3,1.0,126.920875,37.419733
12593,4117310200107360002,관양동,736-2,제2종근린생활시설,2002.0,2.0,1.0,0.2641,A,0.375,24.0,126.961158,37.401249
20858,4117110100103590007,안양동,359-7,문화및집회시설,1982.0,1.0,1.0,0.2638,A,0.062,44.0,126.93599,37.380538
16702,4117110100106220363,안양동,622-363,제2종근린생활시설,1984.0,4.0,1.0,0.2636,A,0.075,42.0,126.92582,37.394783
45121,4117110100108510027,안양동,851-27,공동주택,2015.0,5.0,0.0,0.2636,A,0.086,11.0,126.916421,37.407086
3370,4117110300100850026,박달동,85-26,제1종근린생활시설,1990.0,4.0,1.0,0.2636,A,0.093,36.0,126.908259,37.401764
9,4117110200104770024,석수동,477-24,공장,1968.0,2.0,0.0,0.2635,A,0.5,58.0,126.898994,37.425363
950,4117110200107600008,석수동,760-8,제1종근린생활시설,1988.0,3.0,1.0,0.2632,A,0.069,38.0,126.89682,37.407035
44216,4117110100106220142,안양동,622-142,공동주택,2015.0,5.0,0.0,0.2629,A,0.08,11.0,126.924893,37.397394
9878,4117310200114220000,관양동,1422,공동주택,1991.0,4.0,1.0,0.2629,A,0.1,35.0,126.961347,37.404406
24534,4117310300100890002,평촌동,89-2,제1종근린생활시설,1980.0,4.0,1.0,0.2627,A,0.115,46.0,126.975857,37.394575
24038,4117310400109320003,호계동,932-3,제2종근린생활시설,2005.0,2.0,1.0,0.2627,A,0.031,21.0,126.952823,37.380293
869,4117110300106150000,박달동,615,공장,1976.0,2.0,0.0,0.2626,A,0.0,50.0,126.893755,37.406213
33081,4117310200114750002,관양동,1475-2,공동주택,2014.0,6.0,1.0,0.2615,A,0.097,12.0,126.971615,37.404037
9944,4117110100106380004,안양동,638-4,제2종근린생활시설,1989.0,4.0,1.0,0.2613,A,0.093,37.0,126.923785,37.399909
21135,4117310400110530002,호계동,1053-2,제2종근린생활시설,1992.0,3.0,1.0,0.2612,A,0.125,34.0,126.952591,37.387539
2623,4117110300101560002,박달동,156-2,제1종근린생활시설,1984.0,3.0,1.0,0.2611,A,0.0,42.0,126.901055,37.401721
9892,4117110100106220300,안양동,622-300,제2종근린생활시설,1977.0,3.0,1.0,0.261,A,0.079,49.0,126.924358,37.396186
18097,4117110100106740188,안양동,674-188,제2종근린생활시설,1978.0,4.0,1.0,0.2609,A,0.133,48.0,126.922892,37.399044
3027,4117110100108220003,안양동,822-3,제2종근린생활시설,2006.0,3.0,0.0,0.2608,A,0.128,20.0,126.912595,37.406901
2922,4117110300100160001,박달동,16-1,제1종근린생활시설,1985.0,2.0,0.0,0.2608,A,0.179,41.0,126.90889,37.404564
19557,4117310300109020002,평촌동,902-2,단독주택,1994.0,3.0,1.0,0.2605,A,0.5,32.0,126.960542,37.38478
45130,4117110100108730230,안양동,873-230,공동주택,2016.0,5.0,0.0,0.2604,A,0.107,10.0,126.916087,37.400396
10932,4117110100106950042,안양동,695-42,제2종근린생활시설,1983.0,4.0,1.0,0.2603,A,0.213,43.0,126.917479,37.399461
19815,4117110100103470016,안양동,347-16,위험물저장및처리시설,1997.0,1.0,0.0,0.2602,A,0.068,29.0,126.935788,37.38212
25406,4117310300109290006,평촌동,929-6,단독주택,1995.0,3.0,1.0,0.2601,A,0.211,31.0,126.964932,37.382976
19253,4117310300109260001,평촌동,926-1,단독주택,1997.0,3.0,1.0,0.2601,A,0.17,29.0,126.963466,37.382951
1829,4117110200102890001,석수동,289-1,단독주택,1989.0,3.0,1.0,0.26,A,0.074,37.0,126.90794,37.4126
17066,4117110100105410010,안양동,541-10,제1종근린생활시설,1983.0,2.0,1.0,0.26,A,0.08,43.0,126.927998,37.384534
589,4117110300106130004,박달동,613-4,공장,1971.0,2.0,1.0,0.26,A,0.0,55.0,126.893922,37.406522
20857,4117110100102200012,안양동,220-12,제1종근린생활시설,1978.0,2.0,1.0,0.2599,A,0.0,48.0,126.93849,37.381241
9942,4117110100106270015,안양동,627-15,제1종근린생활시설,1992.0,4.0,1.0,0.2598,A,0.079,34.0,126.923346,37.394541
33079,4117310200114540000,관양동,1454,공동주택,2014.0,7.0,0.0,0.2598,A,0.035,12.0,126.961977,37.402298
12104,4117310200113840029,관양동,1384-29,제1종근린생활시설,1990.0,4.0,1.0,0.2593,A,0.097,36.0,126.95492,37.403734
38460,4117110300107010001,박달동,701-1,공장,2015.0,3.0,0.0,0.259,A,0.13,11.0,126.885375,37.405422
2436,4117110200103260013,석수동,326-13,제2종근린생활시설,1984.0,5.0,1.0,0.2589,A,0.079,42.0,126.912121,37.410401
643,4117110200107590007,석수동,759-7,제1종근린생활시설,1994.0,4.0,1.0,0.2587,A,0.106,32.0,126.897401,37.406745
11475,4117110100109910061,안양동,991-61,제1종근린생활시설,1992.0,5.0,1.0,0.2587,A,0.075,34.0,126.906523,37.392024
11566,4117310200113810010,관양동,1381-10,제2종근린생활시설,1992.0,5.0,1.0,0.2582,A,0.136,34.0,126.954124,37.403673
36225,4117310200114440021,관양동,1444-21,공동주택,2015.0,5.0,0.0,0.2575,A,0.021,11.0,126.958956,37.402719
51525,4117110100107360008,안양동,736-8,공동주택,2017.0,5.0,0.0,0.2573,A,0.0,9.0,126.913603,37.392481
15007,4117110100101950000,안양동,195,제1종근린생활시설,1984.0,2.0,1.0,0.2568,A,0.048,42.0,126.93463,37.389393
27713,4117110200101040158,석수동,104-158,제2종근린생활시설,2007.0,5.0,0.0,0.2567,A,0.263,19.0,126.90945,37.419505
24592,4117310400109350047,호계동,935-47,단독주택,1984.0,3.0,0.0,0.2567,A,0.027,42.0,126.953083,37.378858
5821,4117110100108560004,안양동,856-4,제2종근린생활시설,1980.0,2.0,1.0,0.2566,A,0.052,46.0,126.914826,37.407154
6369,4117310100110500007,비산동,1050-7,제1종근린생활시설,1997.0,3.0,1.0,0.2565,A,0.083,29.0,126.953127,37.403296
3369,4117110300100850023,박달동,85-23,노유자시설,1990.0,5.0,1.0,0.2565,A,0.145,36.0,126.908378,37.40208
2942,4117110300101070000,박달동,107,제1종근린생활시설,1996.0,3.0,1.0,0.2563,A,0.094,30.0,126.905902,37.403119
2468,4117110300100200026,박달동,20-26,제2종근린생활시설,1986.0,4.0,1.0,0.2561,A,0.198,40.0,126.910147,37.403476
1523,4117110100100380002,안양동,38-2,공장,1995.0,4.0,1.0,0.2561,A,0.053,31.0,126.915987,37.410799
25271,4117310400109940000,호계동,994,제2종근린생활시설,1989.0,5.0,1.0,0.2556,A,0.08,37.0,126.958607,37.373814
13675,4117110100101960000,안양동,196,공장,1992.0,8.0,3.0,0.2553,A,0.091,34.0,126.936041,37.389958
26260,4117310400106720000,호계동,672,제1종근린생활시설,1989.0,4.0,1.0,0.255,A,0.029,37.0,126.952897,37.368484
25988,4117310400110290016,호계동,1029-16,공장,1989.0,4.0,1.0,0.2549,A,0.028,37.0,126.951947,37.368479
2980,4117110300100310027,박달동,31-27,제2종근린생활시설,1991.0,4.0,1.0,0.2549,A,0.105,35.0,126.909368,37.406114
18628,4117310400109280011,호계동,928-11,제2종근린생활시설,1990.0,4.0,1.0,0.2548,A,0.022,36.0,126.950303,37.381868
3192,4117110200102690007,석수동,269-7,제1종근린생활시설,1980.0,3.0,1.0,0.2545,A,0.082,46.0,126.910194,37.416849
9683,4117110100106270202,안양동,627-202,제1종근린생활시설,1978.0,4.0,1.0,0.2543,A,0.093,48.0,126.923573,37.395805
44192,4117110100105620009,안양동,562-9,공동주택,2016.0,5.0,0.0,0.2542,A,0.042,10.0,126.930126,37.382918
25269,4117310400109940015,호계동,994-15,제1종근린생활시설,1989.0,4.0,1.0,0.2542,A,0.104,37.0,126.958809,37.373622
11186,4117110100107560015,안양동,756-15,제2종근린생활시설,1990.0,4.0,1.0,0.2541,A,0.125,36.0,126.909651,37.392151
16707,4117110100106220031,안양동,622-31,제2종근린생활시설,1989.0,3.0,1.0,0.2539,A,0.079,37.0,126.925112,37.397536
17409,4117110100104140004,안양동,414-4,제1종근린생활시설,1975.0,3.0,1.0,0.2536,A,0.047,51.0,126.92713,37.392331
22391,4117110100103610007,안양동,361-7,제2종근린생활시설,2002.0,4.0,0.0,0.2534,A,0.056,24.0,126.936577,37.380388
27000,4117310200114910012,관양동,1491-12,제2종근린생활시설,1986.0,3.0,1.0,0.2534,A,0.141,40.0,126.974981,37.40013
807,4117110200107850026,석수동,785-26,제2종근린생활시설,1988.0,5.0,1.0,0.2533,A,0.236,38.0,126.898828,37.407097
28852,4117110200102710017,석수동,271-17,공동주택,2013.0,4.0,0.0,0.2533,A,0.039,13.0,126.911386,37.414012
2994,4117110100108230038,안양동,823-38,단독주택,2000.0,4.0,0.0,0.2533,A,0.102,26.0,126.913666,37.406094
51218,4117110300101400029,박달동,140-29,공동주택,2017.0,4.0,0.0,0.2531,A,0.088,9.0,126.904161,37.401021
46438,4117110100107590013,안양동,759-13,공동주택,2016.0,5.0,0.0,0.253,A,0.071,10.0,126.90987,37.392541
22666,4117310200108960001,관양동,896-1,자동차관련시설,1994.0,2.0,0.0,0.2526,A,0.111,32.0,126.970909,37.396909
12784,4117310200113780015,관양동,1378-15,제1종근린생활시설,1989.0,3.0,1.0,0.2526,A,0.049,37.0,126.953353,37.404622
13981,4117310100105500003,비산동,550-3,제1종근린생활시설,1984.0,3.0,1.0,0.2523,A,0.032,42.0,126.934111,37.399245
24628,4117310300109180002,평촌동,918-2,단독주택,1994.0,3.0,1.0,0.252,A,0.205,32.0,126.961897,37.383457
36533,4117310200114610011,관양동,1461-11,공동주택,2016.0,5.0,0.0,0.2518,A,0.139,10.0,126.965584,37.403131
26963,4117310100110310012,비산동,1031-12,제1종근린생활시설,1997.0,3.0,1.0,0.2518,A,0.078,29.0,126.950025,37.404781
11738,4117310200114060038,관양동,1406-38,제1종근린생활시설,1981.0,2.0,1.0,0.2515,A,0.074,45.0,126.959254,37.403779
5275,4117310100104980016,비산동,498-16,제1종근린생활시설,1989.0,4.0,1.0,0.2514,A,0.0,37.0,126.932671,37.402398
6336,4117310200114590003,관양동,1459-3,제2종근린생활시설,1994.0,5.0,1.0,0.2512,A,0.167,32.0,126.965464,37.404174
2933,4117110300101030002,박달동,103-2,제1종근린생활시설,1985.0,4.0,1.0,0.2512,A,0.027,41.0,126.907563,37.40396
27816,4117310200113860001,관양동,1386-1,제2종근린생활시설,2003.0,2.0,0.0,0.2511,A,0.064,23.0,126.955585,37.403772
16689,4117110100104270005,안양동,427-5,단독주택,1996.0,3.0,0.0,0.251,A,0.077,30.0,126.929169,37.391704
14036,4117110100105330000,안양동,533,제2종근린생활시설,1983.0,5.0,1.0,0.2506,A,0.172,43.0,126.933326,37.386197
27601,4117310200116020002,관양동,1602-2,숙박시설,2003.0,6.0,2.0,0.2504,A,0.105,23.0,126.960759,37.393463
26022,4117310400106580004,호계동,658-4,제1종근린생활시설,1980.0,2.0,1.0,0.2503,A,0.0,46.0,126.953679,37.366431
13420,4117110100107110006,안양동,711-6,제2종근린생활시설,1992.0,4.0,1.0,0.2502,A,0.053,34.0,126.917747,37.397858
20790,4117310200114950080,관양동,1495-80,단독주택,1984.0,4.0,1.0,0.2498,A,0.163,42.0,126.974214,37.399899
13699,4117110100106740093,안양동,674-93,업무시설,2010.0,6.0,3.0,0.2498,A,0.169,16.0,126.923077,37.399857
7261,4117110200103510045,석수동,351-45,공동주택,2000.0,4.0,1.0,0.2495,A,0.154,26.0,126.904902,37.413749
12279,4117310100100450000,비산동,45,제2종근린생활시설,1996.0,1.0,0.0,0.2489,A,0.389,30.0,126.951983,37.414749
6040,4117310200114500026,관양동,1450-26,제2종근린생활시설,1989.0,5.0,1.0,0.2486,A,0.17,37.0,126.961655,37.403575
11729,4117310200114200045,관양동,1420-45,제1종근린생활시설,1984.0,2.0,1.0,0.2485,A,0.162,42.0,126.960372,37.404325
23623,4117310200115110007,관양동,1511-7,제2종근린생활시설,2003.0,5.0,2.0,0.2485,A,0.15,23.0,126.978053,37.399732
17437,4117110100106740138,안양동,674-138,제2종근린생활시설,1985.0,4.0,1.0,0.2481,A,0.143,41.0,126.922117,37.398894
27714,4117110200101040325,석수동,104-325,제2종근린생활시설,2007.0,2.0,0.0,0.2479,A,0.286,19.0,126.909443,37.419384
3228,4117110200103200014,석수동,320-14,제1종근린생활시설,1988.0,3.0,1.0,0.2479,A,0.078,38.0,126.91116,37.411827
12112,4117310100110380028,비산동,1038-28,제1종근린생활시설,1988.0,4.0,1.0,0.2478,A,0.059,38.0,126.950388,37.404328
8623,4117110100108730186,안양동,873-186,공동주택,2002.0,4.0,0.0,0.2477,A,0.152,24.0,126.914209,37.400363
26748,4117110100106740076,안양동,674-76,제1종근린생활시설,1989.0,4.0,1.0,0.2476,A,0.108,37.0,126.922361,37.400038
11705,4117310200114500009,관양동,1450-9,제2종근린생활시설,1990.0,5.0,1.0,0.2475,A,0.138,36.0,126.961196,37.403286
2595,4117110100106950210,안양동,695-210,업무시설,1996.0,10.0,3.0,0.2474,A,0.31,30.0,126.918924,37.401255
28822,4117110300100600005,박달동,60-5,단독주택,2012.0,4.0,0.0,0.2474,A,0.173,14.0,126.910613,37.404513
28112,4117110100108730051,안양동,873-51,공동주택,2012.0,4.0,0.0,0.2472,A,0.134,14.0,126.916212,37.401302
15716,4117110100105080011,안양동,508-11,숙박시설,1989.0,4.0,1.0,0.2472,A,0.099,37.0,126.931092,37.389426
11944,4117310200114040003,관양동,1404-3,제1종근린생활시설,1986.0,3.0,1.0,0.2472,A,0.096,40.0,126.958226,37.405281
11947,4117310200113990007,관양동,1399-7,제1종근린생활시설,1990.0,4.0,1.0,0.2472,A,0.067,36.0,126.956155,37.40469
21491,4117310100111020007,비산동,1102-7,제2종근린생활시설,1992.0,3.0,1.0,0.2472,A,0.0,34.0,126.946949,37.396616
20244,4117310400110650005,호계동,1065-5,자동차관련시설,1998.0,7.0,3.0,0.2471,A,0.147,28.0,126.959848,37.38264
15094,4117110100101970005,안양동,197-5,공장,1979.0,2.0,1.0,0.247,A,0.059,47.0,126.938623,37.388813
3353,4117110100109000022,안양동,900-22,제1종근린생활시설,1984.0,4.0,1.0,0.247,A,0.16,42.0,126.913477,37.401277
37442,4117310200114140008,관양동,1414-8,공동주택,2016.0,5.0,0.0,0.2468,A,0.0,10.0,126.961717,37.407142
20856,4117110100103500011,안양동,350-11,단독주택,1982.0,3.0,1.0,0.2467,A,0.075,44.0,126.936183,37.381657
27119,4117110100106220234,안양동,622-234,종교시설,1989.0,3.0,1.0,0.2467,A,0.121,37.0,126.924954,37.397683
17824,4117110100110880033,안양동,1088-33,문화및집회시설,1975.0,2.0,1.0,0.2467,A,0.0,51.0,126.900417,37.381392
2725,4117110100106740020,안양동,674-20,제1종근린생활시설,1985.0,8.0,1.0,0.2463,A,0.1,41.0,126.92208,37.400498
11708,4117310200114220013,관양동,1422-13,제1종근린생활시설,1981.0,2.0,1.0,0.2462,A,0.118,45.0,126.961382,37.404276
13643,4117310400109210005,호계동,921-5,제2종근린생활시설,1990.0,4.0,1.0,0.2461,A,0.118,36.0,126.948016,37.383632
12364,4117110200102800014,석수동,280-14,공동주택,2013.0,6.0,1.0,0.2461,A,0.093,13.0,126.908964,37.412973
16153,4117110100106270148,안양동,627-148,제1종근린생활시설,1988.0,3.0,1.0,0.2459,A,0.054,38.0,126.922714,37.393592
806,4117110200106210001,석수동,621-1,제2종근린생활시설,1997.0,2.0,1.0,0.2456,A,0.0,29.0,126.899366,37.409488
15442,4117110100104890023,안양동,489-23,공동주택,2011.0,4.0,0.0,0.2456,A,0.048,15.0,126.927356,37.388057
17419,4117110100106760156,안양동,676-156,제2종근린생활시설,1987.0,4.0,1.0,0.2455,A,0.143,39.0,126.919454,37.399072
3458,4117110100106950067,안양동,695-67,제2종근린생활시설,1990.0,4.0,1.0,0.2454,A,0.096,36.0,126.914934,37.402496
33069,4117310200114180015,관양동,1418-15,공동주택,2014.0,5.0,0.0,0.2453,A,0.024,12.0,126.962191,37.406285
6041,4117310200114650002,관양동,1465-2,제1종근린생활시설,1993.0,4.0,1.0,0.2453,A,0.167,33.0,126.966656,37.404328
16140,4117110100106270118,안양동,627-118,제2종근린생활시설,1986.0,3.0,1.0,0.2453,A,0.035,40.0,126.922205,37.394192
25051,4117310200115070023,관양동,1507-23,업무시설,2012.0,11.0,3.0,0.2449,A,0.182,14.0,126.977556,37.398522
27673,4117110100107070150,안양동,707-150,제2종근린생활시설,2004.0,5.0,0.0,0.2445,A,0.029,22.0,126.92266,37.393312
9623,4117110100108730337,안양동,873-337,단독주택,1989.0,2.0,1.0,0.2445,A,0.163,37.0,126.914696,37.40142
5220,4117110100108730161,안양동,873-161,단독주택,1991.0,3.0,1.0,0.2442,A,0.148,35.0,126.916411,37.400607
5909,4117110200101620004,석수동,162-4,단독주택,2002.0,2.0,0.0,0.2442,A,0.118,24.0,126.913008,37.4229
6351,4117310200114000004,관양동,1400-4,제1종근린생활시설,1989.0,4.0,1.0,0.2442,A,0.066,37.0,126.957142,37.4042
28372,4117310100110500007,비산동,1050-7,제2종근린생활시설,2006.0,5.0,0.0,0.2441,A,0.087,20.0,126.952977,37.403327
26268,4117310400109660015,호계동,966-15,숙박시설,1987.0,4.0,1.0,0.2441,A,0.122,39.0,126.954537,37.368508
11909,4117310200113860003,관양동,1386-3,제1종근린생활시설,1984.0,3.0,1.0,0.2441,A,0.063,42.0,126.956161,37.40379
25028,4117310300100540001,평촌동,54-1,제1종근린생활시설,1983.0,2.0,1.0,0.244,A,0.081,43.0,126.9762,37.393172
21197,4117310400109010013,호계동,901-13,제1종근린생활시설,1985.0,1.0,1.0,0.244,A,0.128,41.0,126.946684,37.388212
13097,4117110100105520010,안양동,552-10,제1종근린생활시설,1985.0,1.0,1.0,0.244,A,0.079,41.0,126.930029,37.384432
8245,4117110100108730027,안양동,873-27,공동주택,1997.0,4.0,1.0,0.244,A,0.173,29.0,126.914529,37.401279
5653,4117110100103470020,안양동,347-20,공동주택,2013.0,6.0,0.0,0.2439,A,0.129,13.0,126.935229,37.38282
28851,4117110300101080006,박달동,108-6,단독주택,2013.0,4.0,0.0,0.2439,A,0.148,13.0,126.905806,37.404066
