id,pnu,dong,jibun,use,year,fl_up,fl_dn,score,grade,f_nbv,f_age,lon,lat
16432,4117110100106740270,안양동,674-270,제2종근린생활시설,1981.0,4.0,1.0,0.2155,B,0.135,45.0,126.922789,37.399163
10215,4117110100104510004,안양동,451-4,제2종근린생활시설,1989.0,3.0,1.0,0.2155,B,0.058,37.0,126.923899,37.391767
23337,4117310200115000003,관양동,1500-3,제1종근린생활시설,1992.0,2.0,1.0,0.2154,B,0.283,34.0,126.975781,37.399498
18409,4117110100103910042,안양동,391-42,단독주택,2001.0,3.0,0.0,0.2152,B,0.035,25.0,126.928189,37.393802
12064,4117310200115050021,관양동,1505-21,숙박시설,1989.0,6.0,1.0,0.2152,B,0.119,37.0,126.977616,37.400114
11888,4117310200114890013,관양동,1489-13,제1종근린생활시설,1981.0,4.0,1.0,0.2151,B,0.19,45.0,126.97544,37.401523
2384,4117110100108360015,안양동,836-15,제1종근린생활시설,1992.0,5.0,1.0,0.2151,B,0.139,34.0,126.914089,37.407168
24212,4117310300109220000,평촌동,922,교육연구시설,1995.0,7.0,2.0,0.215,B,0.276,31.0,126.960611,37.38363
19248,4117310300109280017,평촌동,928-17,제1종근린생활시설,1997.0,3.0,1.0,0.215,B,0.188,29.0,126.963739,37.382929
13231,4117110100106760269,안양동,676-269,제1종근린생활시설,1996.0,1.0,0.0,0.215,B,0.104,30.0,126.919788,37.398356
12725,4117310100110340005,비산동,1034-5,제1종근린생활시설,1991.0,1.0,1.0,0.2149,B,0.082,35.0,126.951838,37.402826
24533,4117310200115040008,관양동,1504-8,숙박시설,1989.0,5.0,1.0,0.2148,B,0.211,37.0,126.976182,37.398537
819,4117110200107850019,석수동,785-19,제2종근린생활시설,1988.0,4.0,1.0,0.2148,B,0.279,38.0,126.898865,37.407284
1077,4117110100106890033,안양동,689-33,공동주택,2012.0,6.0,0.0,0.2147,B,0.081,14.0,126.919503,37.402618
17038,4117110100104680027,안양동,468-27,제2종근린생활시설,1986.0,3.0,1.0,0.2145,B,0.052,40.0,126.92595,37.390957
13966,4117310100104880152,비산동,488-152,제1종근린생활시설,1986.0,2.0,1.0,0.2144,B,0.028,40.0,126.934063,37.399464
37796,4117110300100940094,박달동,94-94,공동주택,2016.0,5.0,0.0,0.2144,B,0.118,10.0,126.910735,37.401754
2045,4117110200102890011,석수동,289-11,단독주택,1991.0,4.0,1.0,0.2142,B,0.098,35.0,126.908665,37.413008
25115,4117310400111040001,호계동,1104-1,제2종근린생활시설,2005.0,4.0,1.0,0.2142,B,0.059,21.0,126.961165,37.375036
51568,4117110100108880001,안양동,888-1,단독주택,2017.0,4.0,0.0,0.2141,B,0.083,9.0,126.914091,37.398449
28715,4117110200100780002,석수동,78-2,제2종근린생활시설,2007.0,2.0,0.0,0.2141,B,0.333,19.0,126.912503,37.423739
594,4117110200107580009,석수동,758-9,단독주택,1988.0,4.0,1.0,0.2141,B,0.038,38.0,126.896548,37.407404
12727,4117310200107990000,관양동,799,공장,2003.0,8.0,2.0,0.2141,B,0.0,23.0,126.967577,37.401511
25032,4117310200115070014,관양동,1507-14,제1종근린생활시설,1983.0,3.0,1.0,0.214,B,0.148,43.0,126.977504,37.397811
2422,4117110200103170014,석수동,317-14,제1종근린생활시설,1986.0,4.0,1.0,0.214,B,0.119,40.0,126.911121,37.410658
18641,4117110100105430015,안양동,543-15,단독주택,1988.0,3.0,1.0,0.2139,B,0.083,38.0,126.929328,37.384392
28800,4117110100106270006,안양동,627-6,공동주택,2012.0,5.0,0.0,0.2136,B,0.051,14.0,126.923788,37.394049
7056,4117110100108380019,안양동,838-19,단독주택,1991.0,5.0,1.0,0.2136,B,0.049,35.0,126.916517,37.404238
18930,4117310400109340022,호계동,934-22,제1종근린생활시설,1990.0,4.0,1.0,0.2136,B,0.013,36.0,126.953657,37.379171
3169,4117110200101100020,석수동,110-20,제2종근린생활시설,2005.0,2.0,2.0,0.2136,B,0.278,21.0,126.909692,37.419007
42865,4117110200102910019,석수동,291-19,단독주택,2014.0,4.0,0.0,0.2136,B,0.097,12.0,126.907284,37.412433
20566,4117310200107910002,관양동,791-2,제2종근린생활시설,1996.0,4.0,1.0,0.2135,B,0.0,30.0,126.968987,37.399887
51859,4117110100109760027,안양동,976-27,공동주택,2018.0,5.0,0.0,0.2134,B,0.068,8.0,126.906108,37.392475
45166,4117110100109760022,안양동,976-22,공동주택,2016.0,5.0,1.0,0.2134,B,0.061,10.0,126.905912,37.39245
10139,4117110100106220351,안양동,622-351,제2종근린생활시설,1980.0,2.0,0.0,0.2134,B,0.053,46.0,126.924528,37.395447
2789,4117110300100160018,박달동,16-18,제1종근린생활시설,1977.0,3.0,0.0,0.2133,B,0.173,49.0,126.9094,37.404065
4175,4117110100106880015,안양동,688-15,제1종근린생활시설,1988.0,4.0,1.0,0.2131,B,0.03,38.0,126.918924,37.404029
6341,4117310200114330037,관양동,1433-37,제1종근린생활시설,1988.0,3.0,1.0,0.2131,B,0.117,38.0,126.967356,37.405018
21117,4117310400110450009,호계동,1045-9,제2종근린생활시설,1997.0,5.0,3.0,0.213,B,0.364,29.0,126.953295,37.390901
15461,4117110100101960003,안양동,196-3,공장,1985.0,2.0,1.0,0.2128,B,0.118,41.0,126.936791,37.389869
45167,4117110100109910010,안양동,991-10,공동주택,2016.0,5.0,0.0,0.2128,B,0.041,10.0,126.907027,37.39251
24289,4117310400109430015,호계동,943-15,위험물저장및처리시설,2000.0,1.0,1.0,0.2127,B,0.029,26.0,126.955832,37.376041
3265,4117110300100680027,박달동,68-27,제1종근린생활시설,1991.0,4.0,1.0,0.2126,B,0.157,35.0,126.911221,37.402448
16770,4117110100107110018,안양동,711-18,제1종근린생활시설,1986.0,3.0,1.0,0.2126,B,0.089,40.0,126.919124,37.397181
3020,4117110300100680003,박달동,68-3,제1종근린생활시설,2002.0,2.0,0.0,0.2125,B,0.137,24.0,126.909195,37.402425
12075,4117310100110470007,비산동,1047-7,종교시설,1983.0,3.0,0.0,0.2125,B,0.009,43.0,126.9526,37.404835
34887,4117310400109190015,호계동,919-15,공동주택,2015.0,5.0,0.0,0.2124,B,0.043,11.0,126.949076,37.385146
45157,4117110100108730185,안양동,873-185,공동주택,2014.0,5.0,0.0,0.2124,B,0.151,12.0,126.914002,37.399877
50903,4117110200108200003,석수동,820-3,제2종근린생활시설,2017.0,3.0,1.0,0.2123,B,0.304,9.0,126.921639,37.419111
21448,4117310300109220001,평촌동,922-1,교육연구시설,1996.0,7.0,3.0,0.2123,B,0.31,30.0,126.960666,37.383499
20894,4117310200116950008,관양동,1695-8,단독주택,2013.0,4.0,0.0,0.2123,B,0.028,13.0,126.969893,37.407017
17944,4117110200102710004,석수동,271-4,단독주택,2012.0,4.0,0.0,0.2122,B,0.043,14.0,126.91089,37.414028
5193,4117110100108730139,안양동,873-139,단독주택,1997.0,3.0,1.0,0.2122,B,0.154,29.0,126.914351,37.400566
3235,4117110300100560015,박달동,56-15,제1종근린생활시설,1981.0,3.0,1.0,0.2121,B,0.11,45.0,126.910629,37.405827
600,4117110200107500010,석수동,750-10,제1종근린생활시설,1988.0,3.0,1.0,0.2121,B,0.0,38.0,126.895258,37.40841
15714,4117110100104350012,안양동,435-12,숙박시설,1986.0,3.0,1.0,0.2119,B,0.102,40.0,126.930971,37.391127
5342,4117310200114910025,관양동,1491-25,제1종근린생활시설,1984.0,3.0,1.0,0.2117,B,0.106,42.0,126.974114,37.400924
44813,4117110100109760001,안양동,976-1,공동주택,2016.0,5.0,1.0,0.2114,B,0.053,10.0,126.905518,37.392497
12439,4117110100108730228,안양동,873-228,공동주택,2012.0,4.0,0.0,0.2114,B,0.071,14.0,126.915732,37.399789
3100,4117110200102650011,석수동,265-11,제2종근린생활시설,2001.0,5.0,1.0,0.2113,B,0.3,25.0,126.907099,37.417226
6319,4117110100113610004,안양동,1361-4,제2종근린생활시설,2006.0,3.0,1.0,0.2113,B,0.154,20.0,126.928315,37.419798
1994,4117110200103130015,석수동,313-15,제1종근린생활시설,1987.0,3.0,1.0,0.2113,B,0.119,39.0,126.911061,37.40941
15711,4117110100105480005,안양동,548-5,제2종근린생활시설,1990.0,4.0,1.0,0.2112,B,0.071,36.0,126.932392,37.38474
10172,4117110100106270188,안양동,627-188,제2종근린생활시설,1992.0,3.0,1.0,0.2109,B,0.083,34.0,126.924078,37.394198
18126,4117110100106740113,안양동,674-113,제2종근린생활시설,1980.0,4.0,1.0,0.2109,B,0.12,46.0,126.92228,37.399673
6702,4117310200114230005,관양동,1423-5,제2종근린생활시설,1991.0,3.0,1.0,0.2108,B,0.056,35.0,126.964197,37.404911
22725,4117310400109140040,호계동,914-40,제2종근린생활시설,2002.0,2.0,1.0,0.2108,B,0.083,24.0,126.949265,37.386754
26007,4117310400109710006,호계동,971-6,제2종근린생활시설,1990.0,5.0,1.0,0.2107,B,0.122,36.0,126.955019,37.368021
9786,4117110100106220080,안양동,622-80,숙박시설,2013.0,7.0,0.0,0.2107,B,0.021,13.0,126.925478,37.395356
20571,4117310200108640005,관양동,864-5,공장,1988.0,3.0,1.0,0.2106,B,0.0,38.0,126.969153,37.398444
33939,4117310200114880011,관양동,1488-11,제2종근린생활시설,1994.0,7.0,2.0,0.2106,B,0.167,32.0,126.975778,37.402294
877,4117110300106130004,박달동,613-4,공장,1971.0,3.0,1.0,0.2105,B,0.0,55.0,126.893602,37.406569
43852,4117110100104650002,안양동,465-2,공동주택,2016.0,5.0,0.0,0.2104,B,0.076,10.0,126.927503,37.384085
11168,4117110100109910095,안양동,991-95,제1종근린생활시설,1989.0,3.0,1.0,0.2104,B,0.072,37.0,126.905572,37.391977
51555,4117110100101930045,안양동,193-45,제2종근린생활시설,2016.0,3.0,0.0,0.2103,B,0.073,10.0,126.934199,37.391026
25805,4117310400111090008,호계동,1109-8,단독주택,1999.0,3.0,1.0,0.2102,B,0.094,27.0,126.963452,37.373132
28247,4117310400110580003,호계동,1058-3,제2종근린생활시설,2001.0,4.0,0.0,0.2101,B,0.0,25.0,126.959057,37.384225
51522,4117110100106950058,안양동,695-58,공동주택,2017.0,5.0,0.0,0.2101,B,0.125,9.0,126.913864,37.40196
26309,4117310400109710010,호계동,971-10,숙박시설,2000.0,9.0,2.0,0.21,B,0.132,26.0,126.955232,37.367903
3085,4117110200101790001,석수동,179-1,제2종근린생활시설,2003.0,4.0,1.0,0.2099,B,0.076,23.0,126.913059,37.416125
10940,4117110100106950205,안양동,695-205,제1종근린생활시설,1980.0,4.0,1.0,0.2098,B,0.188,46.0,126.918101,37.399691
51247,4117110100104260002,안양동,426-2,공동주택,2017.0,6.0,0.0,0.2098,B,0.03,9.0,126.929552,37.392343
25207,4117310300101170005,평촌동,117-5,제2종근린생활시설,1982.0,3.0,1.0,0.2097,B,0.16,44.0,126.974945,37.392004
6172,4117110200108140003,석수동,814-3,제1종근린생활시설,1975.0,1.0,0.0,0.2096,B,0.267,51.0,126.921724,37.419414
45160,4117110100108730296,안양동,873-296,공동주택,2015.0,5.0,0.0,0.2094,B,0.175,11.0,126.914707,37.40108
19561,4117310300109030001,평촌동,903-1,단독주택,1996.0,3.0,1.0,0.2094,B,0.417,30.0,126.960787,37.384552
17456,4117110100106740236,안양동,674-236,제2종근린생활시설,1979.0,4.0,1.0,0.2094,B,0.141,47.0,126.922184,37.399183
2394,4117110200102930008,석수동,293-8,제2종근린생활시설,1997.0,6.0,1.0,0.2092,B,0.066,29.0,126.906801,37.41164
27422,4117110100108470016,안양동,847-16,제2종근린생활시설,2004.0,5.0,0.0,0.209,B,0.018,22.0,126.917487,37.40402
2431,4117110100108350014,안양동,835-14,단독주택,1993.0,5.0,1.0,0.2089,B,0.167,33.0,126.91333,37.407386
35863,4117310200113790002,관양동,1379-2,공동주택,2015.0,5.0,0.0,0.2088,B,0.059,11.0,126.953426,37.404247
14354,4117110100101930012,안양동,193-12,제2종근린생활시설,1991.0,5.0,1.0,0.2088,B,0.066,35.0,126.934994,37.391014
21525,4117310400108950005,호계동,895-5,제2종근린생활시설,1991.0,2.0,1.0,0.2087,B,0.0,35.0,126.945896,37.390201
12469,4117310200114750000,관양동,1475,제1종근린생활시설,1983.0,3.0,1.0,0.2087,B,0.077,43.0,126.971151,37.404123
5608,4117310100103630013,비산동,363-13,제1종근린생활시설,1998.0,3.0,1.0,0.2084,B,0.091,28.0,126.947271,37.400848
28850,4117110100113270000,안양동,1327,제2종근린생활시설,2010.0,3.0,0.0,0.2084,B,0.176,16.0,126.921428,37.418366
3566,4117110100100880001,안양동,88-1,판매시설,2002.0,9.0,3.0,0.2084,B,0.0,24.0,126.922659,37.401778
25793,4117310400111080009,호계동,1108-9,제1종근린생활시설,1995.0,3.0,1.0,0.2082,B,0.088,31.0,126.963122,37.37334
18099,4117110100107070154,안양동,707-154,제2종근린생활시설,1992.0,4.0,1.0,0.2081,B,0.04,34.0,126.922868,37.393048
17689,4117110100103900003,안양동,390-3,단독주택,1984.0,2.0,0.0,0.2081,B,0.045,42.0,126.928198,37.393338
6673,4117310200114580018,관양동,1458-18,제2종근린생활시설,1990.0,5.0,1.0,0.208,B,0.137,36.0,126.964205,37.404012
17688,4117110100103900006,안양동,390-6,단독주택,1992.0,3.0,1.0,0.208,B,0.046,34.0,126.928103,37.393267
17383,4117110100105000014,안양동,500-14,제1종근린생활시설,1994.0,3.0,1.0,0.2078,B,0.059,32.0,126.928713,37.386018
27446,4117110100108730074,안양동,873-74,공동주택,2002.0,4.0,1.0,0.2076,B,0.234,24.0,126.917391,37.401504
44169,4117110100104910008,안양동,491-8,공동주택,2014.0,12.0,1.0,0.2075,B,0.13,12.0,126.93006,37.387663
16154,4117110100107070229,안양동,707-229,제1종근린생활시설,1990.0,3.0,1.0,0.2075,B,0.028,36.0,126.92249,37.393463
3199,4117110200103220007,석수동,322-7,제2종근린생활시설,1990.0,4.0,1.0,0.2074,B,0.062,36.0,126.911596,37.413129
3107,4117110100113270001,안양동,1327-1,제2종근린생활시설,2005.0,3.0,1.0,0.2073,B,0.278,21.0,126.921642,37.4184
14327,4117110100105320008,안양동,532-8,숙박시설,1989.0,4.0,1.0,0.2073,B,0.133,37.0,126.933738,37.385415
14654,4117110100105340004,안양동,534-4,제2종근린생활시설,1982.0,2.0,1.0,0.2073,B,0.12,44.0,126.934635,37.38516
17421,4117110100106760162,안양동,676-162,숙박시설,1983.0,4.0,1.0,0.2072,B,0.132,43.0,126.919869,37.399144
3501,4117110300100740011,박달동,74-11,단독주택,1991.0,4.0,1.0,0.2072,B,0.083,35.0,126.912002,37.402787
28018,4117310400108950002,호계동,895-2,제1종근린생활시설,2007.0,2.0,,0.2071,B,0.0,19.0,126.945649,37.390488
949,4117110200107600009,석수동,760-9,단독주택,1989.0,3.0,1.0,0.2069,B,0.049,37.0,126.896691,37.407004
3398,4117110100109000010,안양동,900-10,제1종근린생활시설,1995.0,7.0,5.0,0.2068,B,0.128,31.0,126.913133,37.401355
23208,4117310400109380009,호계동,938-9,제2종근린생활시설,2005.0,6.0,0.0,0.2068,B,0.029,21.0,126.955105,37.377427
8292,4117110100106950165,안양동,695-165,공동주택,1997.0,4.0,1.0,0.2068,B,0.345,29.0,126.918132,37.400612
24503,4117310200114950017,관양동,1495-17,근린생활시설,1988.0,2.0,1.0,0.2067,B,0.175,38.0,126.974427,37.398792
17710,4117110100103920010,안양동,392-10,제2종근린생활시설,1996.0,1.0,1.0,0.2067,B,0.051,30.0,126.928899,37.394594
22090,4117310200115990002,관양동,1599-2,숙박시설,2000.0,7.0,2.0,0.2066,B,0.2,26.0,126.961519,37.39412
24612,4117310400109370023,호계동,937-23,단독주택,2002.0,4.0,0.0,0.2066,B,0.031,24.0,126.953943,37.378973
38501,4117310200114660015,관양동,1466-15,공동주택,2016.0,5.0,0.0,0.2066,B,0.013,10.0,126.969258,37.403997
3083,4117110100108170013,안양동,817-13,종교시설,2006.0,6.0,1.0,0.2066,B,0.017,20.0,126.914118,37.411915
19595,4117110100106740010,안양동,674-10,제2종근린생활시설,1984.0,5.0,1.0,0.2065,B,0.094,42.0,126.922389,37.400398
6739,4117310200114070008,관양동,1407-8,제2종근린생활시설,1997.0,3.0,1.0,0.2065,B,0.092,29.0,126.959296,37.405221
51560,4117110100108320035,안양동,832-35,공동주택,2018.0,5.0,0.0,0.2064,B,0.103,8.0,126.915428,37.403802
10663,4117110100107140052,안양동,714-52,제2종근린생활시설,1986.0,4.0,1.0,0.2064,B,0.065,40.0,126.917184,37.395901
2152,4117110200103250014,석수동,325-14,제1종근린생활시설,1973.0,3.0,0.0,0.2063,B,0.015,53.0,126.912034,37.410996
8952,4117110200103510000,석수동,351,공동주택,2002.0,3.0,1.0,0.2062,B,0.172,24.0,126.904839,37.414052
26017,4117310400109660022,호계동,966-22,제1종근린생활시설,1992.0,1.0,1.0,0.2062,B,0.111,34.0,126.954072,37.368917
12515,4117310200114400011,관양동,1440-11,단독주택,2003.0,4.0,0.0,0.2062,B,0.0,23.0,126.954382,37.401628
13973,4117310100105700012,비산동,570-12,제1종근린생활시설,1985.0,2.0,1.0,0.2062,B,0.235,41.0,126.933925,37.397758
5968,4117310100105160003,비산동,516-3,제1종근린생활시설,1985.0,2.0,1.0,0.2061,B,0.0,41.0,126.933057,37.403983
42905,4117110100110940005,안양동,1094-5,공동주택,2014.0,4.0,1.0,0.2061,B,0.077,12.0,126.904091,37.384346
36524,4117310200114290002,관양동,1429-2,공동주택,2016.0,5.0,0.0,0.2059,B,0.056,10.0,126.964972,37.406512
13470,4117110100106760057,안양동,676-57,제1종근린생활시설,1944.0,1.0,0.0,0.2059,B,0.113,82.0,126.920227,37.398258
2632,4117110300101400009,박달동,140-9,제2종근린생활시설,1992.0,5.0,1.0,0.2059,B,0.068,34.0,126.903554,37.400864
6020,4117310200114800000,관양동,1480,제1종근린생활시설,1998.0,8.0,3.0,0.2058,B,0.152,28.0,126.973133,37.403858
404,4117310400109240013,호계동,924-13,노유자시설,2013.0,4.0,1.0,0.2057,B,0.029,13.0,126.949956,37.38224
14324,4117110100105330003,안양동,533-3,숙박시설,1986.0,5.0,1.0,0.2057,B,0.188,40.0,126.933612,37.386177
15429,4117110100101980070,안양동,198-70,제2종근린생활시설,1977.0,2.0,0.0,0.2057,B,0.034,49.0,126.940281,37.389884
2976,4117110300100600002,박달동,60-2,제1종근린생활시설,1988.0,3.0,1.0,0.2056,B,0.207,38.0,126.910232,37.404516
27681,4117110100107450003,안양동,745-3,단독주택,1987.0,2.0,1.0,0.2054,B,0.023,39.0,126.913615,37.393055
20541,4117110100102130018,안양동,213-18,공장,2013.0,5.0,0.0,0.2054,B,0.07,13.0,126.934461,37.388759
43543,4117110100104970003,안양동,497-3,공동주택,2015.0,5.0,0.0,0.2054,B,0.062,11.0,126.927337,37.387163
28368,4117310100103600008,비산동,360-8,제2종근린생활시설,1986.0,4.0,1.0,0.2053,B,0.0,40.0,126.946602,37.40072
13571,4117110100109780000,안양동,978,단독주택,1997.0,2.0,1.0,0.2052,B,0.081,29.0,126.905413,37.392152
2320,4117110100108380007,안양동,838-7,제1종근린생활시설,1994.0,4.0,1.0,0.205,B,0.046,32.0,126.916398,37.404014
15707,4117110100105700007,안양동,570-7,단독주택,1974.0,3.0,0.0,0.205,B,0.078,52.0,126.931884,37.38309
24527,4117310200115040015,관양동,1504-15,숙박시설,2000.0,6.0,1.0,0.2049,B,0.206,26.0,126.976208,37.398403
28642,4117110300107010018,박달동,701-18,제2종근린생활시설,2010.0,1.0,0.0,0.2049,B,0.133,16.0,126.884972,37.404381
2963,4117110300101110001,박달동,111-1,제1종근린생활시설,1986.0,3.0,1.0,0.2049,B,0.133,40.0,126.905567,37.404118
16138,4117110100106740245,안양동,674-245,제1종근린생활시설,1980.0,4.0,1.0,0.2048,B,0.136,46.0,126.922374,37.398963
2590,4117110100106740083,안양동,674-83,제2종근린생활시설,1978.0,4.0,1.0,0.2047,B,0.103,48.0,126.922325,37.400169
27432,4117110100108730253,안양동,873-253,공동주택,2002.0,4.0,0.0,0.2046,B,0.192,24.0,126.916987,37.400263
12597,4117310200114580004,관양동,1458-4,제2종근린생활시설,2002.0,5.0,1.0,0.2046,B,0.145,24.0,126.964034,37.403957
38129,4117110300100090035,박달동,9-35,공동주택,2014.0,5.0,0.0,0.2045,B,0.037,12.0,126.906723,37.40633
2583,4117110100106740021,안양동,674-21,제1종근린생활시설,1986.0,6.0,1.0,0.2042,B,0.078,40.0,126.921957,37.400467
42864,4117110100110940005,안양동,1094-5,공동주택,2014.0,4.0,1.0,0.2042,B,0.083,12.0,126.904638,37.384434
15705,4117110100105090016,안양동,509-16,제2종근린생활시설,1987.0,4.0,1.0,0.2042,B,0.045,39.0,126.932102,37.389658
1477,4117110100106880057,안양동,688-57,제1종근린생활시설,1984.0,3.0,1.0,0.2041,B,0.013,42.0,126.918571,37.4042
43202,4117110200107700015,석수동,770-15,공동주택,2014.0,4.0,0.0,0.204,B,0.049,12.0,126.896861,37.405056
14685,4117110100102320001,안양동,232-1,제2종근린생활시설,1984.0,3.0,,0.2039,B,0.111,42.0,126.935353,37.386327
11911,4117310200113860018,관양동,1386-18,제2종근린생활시설,1997.0,3.0,1.0,0.2039,B,0.047,29.0,126.95596,37.403769
13360,4117310400109240026,호계동,924-26,제2종근린생활시설,1993.0,4.0,1.0,0.2038,B,0.0,33.0,126.94892,37.38234
28738,4117310400109240026,호계동,924-26,제2종근린생활시설,1993.0,4.0,1.0,0.2038,B,0.0,33.0,126.948921,37.382332
22673,4117310100105760003,비산동,576-3,제1종근린생활시설,1989.0,2.0,0.0,0.2038,B,0.1,37.0,126.939887,37.394801
28664,4117310200114640013,관양동,1464-13,공동주택,2010.0,5.0,0.0,0.2035,B,0.138,16.0,126.9671,37.403898
8422,4117110300100680091,박달동,68-91,공동주택,2012.0,5.0,0.0,0.2035,B,0.181,14.0,126.912277,37.401985
26749,4117110100106380003,안양동,638-3,제2종근린생활시설,1989.0,4.0,1.0,0.2034,B,0.119,37.0,126.923707,37.399996
46404,4117110200103030016,석수동,303-16,단독주택,2016.0,4.0,0.0,0.2034,B,0.076,10.0,126.907633,37.410975
3019,4117110300100680006,박달동,68-6,제1종근린생활시설,2001.0,1.0,0.0,0.2033,B,0.146,25.0,126.909383,37.402425
46437,4117110100106950117,안양동,695-117,공동주택,2016.0,5.0,0.0,0.2033,B,0.109,10.0,126.914946,37.401755
604,4117110200107570007,석수동,757-7,제1종근린생활시설,1988.0,3.0,1.0,0.2032,B,0.013,38.0,126.895816,37.407249
6587,4117310100105110128,비산동,511-128,문화및집회시설,2006.0,2.0,0.0,0.2031,B,0.0,20.0,126.932826,37.409447
28840,4117310100110340008,비산동,1034-8,제2종근린생활시설,2011.0,5.0,0.0,0.2031,B,0.109,15.0,126.951527,37.40241
1981,4117110200103200013,석수동,320-13,제1종근린생활시설,1986.0,4.0,1.0,0.2031,B,0.05,40.0,126.910755,37.412123
51230,4117110100103900002,안양동,390-2,공동주택,2018.0,6.0,0.0,0.203,B,0.051,8.0,126.928049,37.393525
13221,4117110100106760041,안양동,676-41,창고시설,1969.0,1.0,0.0,0.203,B,0.167,57.0,126.919153,37.398021
2687,4117110300100680063,박달동,68-63,제1종근린생활시설,1994.0,1.0,0.0,0.2029,B,0.14,32.0,126.910999,37.402106
3407,4117110100106950019,안양동,695-19,제2종근린생활시설,2000.0,2.0,0.0,0.2029,B,0.068,26.0,126.917404,37.402384
25796,4117310400111090006,호계동,1109-6,단독주택,1997.0,3.0,1.0,0.2028,B,0.114,29.0,126.963797,37.373247
18734,4117110100104270023,안양동,427-23,단독주택,1997.0,3.0,0.0,0.2028,B,0.033,29.0,126.929805,37.391837
23357,4117310200115070015,관양동,1507-15,제2종근린생활시설,1989.0,5.0,1.0,0.2027,B,0.152,37.0,126.977546,37.397976
25318,4117310400109890028,호계동,989-28,제2종근린생활시설,1983.0,3.0,1.0,0.2026,B,0.027,43.0,126.960068,37.374582
21787,4117310300109040000,평촌동,904,종교시설,1997.0,2.0,1.0,0.2025,B,0.306,29.0,126.961151,37.38434
45451,4117310400109850007,호계동,985-7,제2종근린생활시설,2016.0,2.0,0.0,0.2025,B,0.04,10.0,126.957322,37.374883
25803,4117310400111090004,호계동,1109-4,제1종근린생활시설,1995.0,3.0,1.0,0.2025,B,0.119,31.0,126.963902,37.373415
16789,4117110100107110061,안양동,711-61,제2종근린생활시설,1986.0,4.0,1.0,0.2024,B,0.14,40.0,126.919303,37.395961
6064,4117310200113970000,관양동,1397,단독주택,1990.0,4.0,1.0,0.2023,B,0.022,36.0,126.95631,37.40562
50891,4117110100104550052,안양동,455-52,공동주택,2017.0,5.0,0.0,0.2023,B,0.033,9.0,126.925819,37.392153
8301,4117110100106950187,안양동,695-187,공동주택,1997.0,4.0,1.0,0.202,B,0.228,29.0,126.918446,37.400142
16090,4117110100108970014,안양동,897-14,제1종근린생활시설,1992.0,4.0,1.0,0.202,B,0.097,34.0,126.913057,37.399905
3419,4117110100106950142,안양동,695-142,제1종근린생활시설,1991.0,3.0,1.0,0.202,B,0.169,35.0,126.917762,37.401836
51553,4117110100107070217,안양동,707-217,공동주택,2017.0,5.0,0.0,0.202,B,0.11,9.0,126.919305,37.395285
13354,4117310400109240024,호계동,924-24,제2종근린생활시설,1989.0,4.0,1.0,0.2019,B,0.0,37.0,126.949271,37.382218
2395,4117110200102540004,석수동,254-4,제1종근린생활시설,1990.0,4.0,1.0,0.2019,B,0.25,36.0,126.906568,37.419122
25366,4117310400109870014,호계동,987-14,단독주택,2002.0,3.0,1.0,0.2019,B,0.022,24.0,126.958953,37.374953
21212,4117310400109130000,호계동,913,제2종근린생활시설,1997.0,4.0,1.0,0.2019,B,0.056,29.0,126.94603,37.386292
13524,4117110100106270045,안양동,627-45,제2종근린생활시설,1991.0,5.0,1.0,0.2018,B,0.087,35.0,126.922923,37.395347
2841,4117110300100230003,박달동,23-3,제1종근린생활시설,1980.0,2.0,1.0,0.2018,B,0.084,46.0,126.908464,37.406217
21493,4117310400109020000,호계동,902,제1종근린생활시설,1983.0,2.0,0.0,0.2018,B,0.068,43.0,126.946288,37.389293
4472,4117310200114390000,관양동,1439,제2종근린생활시설,2013.0,2.0,0.0,0.2017,B,0.027,13.0,126.95388,37.402064
13154,4117110100104220022,안양동,422-22,단독주택,2005.0,4.0,0.0,0.2015,B,0.049,21.0,126.93032,37.391802
26809,4117310400109750004,호계동,975-4,제2종근린생활시설,2006.0,5.0,1.0,0.2015,B,0.038,20.0,126.957793,37.366523
28865,4117310200116950001,관양동,1695-1,단독주택,2012.0,4.0,0.0,0.2014,B,0.026,14.0,126.969735,37.407266
14303,4117110100105290015,안양동,529-15,숙박시설,1990.0,6.0,2.0,0.2014,B,0.161,36.0,126.933946,37.387291
2318,4117110100108380002,안양동,838-2,단독주택,1992.0,4.0,1.0,0.2013,B,0.103,34.0,126.915752,37.404927
2226,4117110200102010005,석수동,201-5,제2종근린생활시설,1994.0,5.0,1.0,0.2013,B,0.065,32.0,126.915325,37.416487
27835,4117310200114740034,관양동,1474-34,제1종근린생활시설,1994.0,3.0,1.0,0.2011,B,0.125,32.0,126.971646,37.404253
19215,4117310400110650002,호계동,1065-2,교육연구시설,1997.0,7.0,3.0,0.2011,B,0.2,29.0,126.959667,37.383004
24557,4117310200115060000,관양동,1506,단독주택,1990.0,3.0,0.0,0.2011,B,0.143,36.0,126.977764,37.399788
21209,4117310400109090003,호계동,909-3,공장,1985.0,6.0,1.0,0.2011,B,0.083,41.0,126.947147,37.382928
12259,4117310200113800009,관양동,1380-9,제1종근린생활시설,1984.0,2.0,1.0,0.201,B,0.088,42.0,126.953699,37.403901
9908,4117110200100680000,석수동,68,제2종근린생활시설,2012.0,3.0,1.0,0.201,B,0.333,14.0,126.911824,37.424329
